Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,States,Counties
2020,OR,Oregon,Jackson,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,18.3,,,16.3,20.5,221844,41029,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,26.7,,,25.2,28.1,221844,41029,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,72.1,,,71.2,73.1,221844,41029,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,14.8,,,12.3,17.3,221844,41029,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,72.9,,,68.2,76.9,221844,41029,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,83.5,,,81.2,85.7,221844,41029,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,11.2,,,10.6,11.7,221844,41029,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,22.2,,,21.1,23.4,221844,41029,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-122.6756106 42.4116214),12,2367
2019,OR,Oregon,Jackson,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,26.6,,,25.6,27.7,221844,41029,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,19.5,,,17.3,22.0,221844,41029,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,13.5,,,11.7,15.4,221844,41029,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,6.2,,,5.3,7.2,221844,41029,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.7,,,3.2,4.2,221844,41029,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11,,,10.4,11.5,221844,41029,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,72.5,,,67.8,76.4,221844,41029,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.8,,,2.5,3.2,221844,41029,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,83,,,80.5,85.4,221844,41029,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,13,,,10.8,15.2,221844,41029,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,26.6,,,25.3,28.0,221844,41029,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,75.3,,,74.5,76.2,221844,41029,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,46.5,,,39.1,53.5,221844,41029,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-122.6756106 42.4116214),12,2367
2019,OR,Oregon,Jackson,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,85.1,,,83.6,86.4,221844,41029,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,64.9,,,61.4,68.5,221844,41029,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-122.6756106 42.4116214),12,2367
2019,OR,Oregon,Jackson,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,50.8,,,49.7,51.9,221844,41029,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-122.6756106 42.4116214),12,2367
2019,OR,Oregon,Jackson,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,73.8,,,72.6,75.0,221844,41029,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,9.9,,,8.8,11.0,221844,41029,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,10.6,,,7.0,15.2,221844,41029,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-122.6756106 42.4116214),12,2367
2019,OR,Oregon,Jackson,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34.2,,,33.3,35.1,221844,41029,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,45.2,,,36.8,53.1,221844,41029,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10.6,,,9.8,11.5,221844,41029,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-122.6756106 42.4116214),12,2367
2019,OR,Oregon,Jackson,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,28.4,,,27.7,29.1,221844,41029,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,12.5,,,10.4,14.6,221844,41029,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.5,,,5.0,6.0,221844,41029,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,65.6,,,62.1,69.0,221844,41029,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.7,,,14.5,16.9,221844,41029,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.9,,,14.4,15.5,221844,41029,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8,,,7.5,8.4,221844,41029,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,30.9,,,29.4,32.3,221844,41029,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,73.1,,,70.2,75.6,221844,41029,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,11.2,,,7.4,16.1,221844,41029,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,45.4,,,37.4,53.0,221844,41029,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,17.3,,,16.7,18.0,221844,41029,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,8.4,,,7.8,9.0,221844,41029,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.4,,,3.1,3.7,221844,41029,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,23.2,,,22.0,24.4,221844,41029,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11,,,9.8,12.3,221844,41029,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,7.7,,,6.5,9.1,221844,41029,HLTHOUT,COPD,CrdPrv,COPD,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,15.7,,,12.9,18.4,221844,41029,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,21.2,,,20.1,22.3,221844,41029,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.4,,,13.3,15.4,221844,41029,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-122.6756106 42.4116214),12,2367
2019,OR,Oregon,Jackson,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87,,,85.8,88.1,221844,41029,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.5,2.9,221844,41029,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-122.6756106 42.4116214),12,2367
2020,OR,Oregon,Jackson,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,46.8,,,39.2,54.0,221844,41029,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-122.6756106 42.4116214),12,2367
2020,OK,Oklahoma,Jackson,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,37.6,,,31.2,44.2,24305,40065,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,60.4,,,57.4,63.3,24305,40065,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.2,,,6.6,7.8,24305,40065,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,10.4,,,9.9,10.8,24305,40065,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,11.8,,,10.9,12.9,24305,40065,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,62.7,,,59.8,65.5,24305,40065,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.3,,,6.0,6.6,24305,40065,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.4,,,15.4,17.4,24305,40065,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.9,,,32.6,35.2,24305,40065,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,25.8,,,24.6,26.9,24305,40065,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,56.1,,,52.7,59.1,24305,40065,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,23,,,21.8,24.1,24305,40065,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-99.4122347 34.5940059),20,2162
2019,OK,Oklahoma,Jackson,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,31.3,,,30.6,32.1,24305,40065,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,13.3,,,12.7,13.8,24305,40065,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,79,,,76.5,81.2,24305,40065,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.4,,,3.1,3.8,24305,40065,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,22.8,,,21.6,23.9,24305,40065,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.3,,,9.9,10.7,24305,40065,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,7.2,,,6.3,8.2,24305,40065,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,37.1,,,35.7,38.6,24305,40065,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-99.4122347 34.5940059),20,2162
2019,OK,Oklahoma,Jackson,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,83.5,,,82.2,84.8,24305,40065,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,11.8,,,11.1,12.4,24305,40065,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.2,,,11.1,13.2,24305,40065,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-99.4122347 34.5940059),20,2162
2019,OK,Oklahoma,Jackson,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,34.1,,,33.1,35.1,24305,40065,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,17.8,,,16.1,19.7,24305,40065,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,19.8,,,17.4,22.2,24305,40065,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-99.4122347 34.5940059),20,2162
2019,OK,Oklahoma,Jackson,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,83.8,,,82.5,85.0,24305,40065,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-99.4122347 34.5940059),20,2162
2019,OK,Oklahoma,Jackson,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,34.5,,,33.6,35.5,24305,40065,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,34.6,,,33.2,35.9,24305,40065,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.2,,,3.0,3.4,24305,40065,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.6,,,11.8,13.3,24305,40065,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-99.4122347 34.5940059),20,2162
2020,OK,Oklahoma,Jackson,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.1,,,2.8,3.4,24305,40065,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-99.4122347 34.5940059),20,2162
